ContaCurto;ContaNome;ContaCompleto;Data;Historico;ContraPartida;Documento;Lote;Debito;Credito;SaldoAnterior;Saldo
00113;"Caixa Econômica Federal ";111020004;07/03/2025;"VR. DEB. C/C REF.LEONARDO RANGEL (MINAS TEXTURAS) NF 327";236;"";126;0,00;151,90;-15825,16;1765,33;
00113;"Caixa Econômica Federal ";111020004;10/03/2025;"VR. DEB. C/C REF. CASA VERMELHA TREM DE TUDO, N. 35840";00181;"";126;0,00;45,50;-15825,16;1810,83;
00113;"Caixa Econômica Federal ";111020004;10/03/2025;"VR.DEB.C/C.REF.PAGTO SINDEAC PQM";115;"";126;0,00;84,00;-15825,16;1894,83;
00113;"Caixa Econômica Federal ";111020004;10/03/2025;"VR.DEB.C/C.REF.PAGTO. SINDEAC PAF";00035;"";126;0,00;690,20;-15825,16;2585,03;
00113;"Caixa Econômica Federal ";111020004;10/03/2025;"VR. DEB. C/C REF. DEIDNE BARBOSA - NIVELAMENTO PISO PORTARIA";236;"";126;0,00;700,00;-15825,16;3285,03;
00113;"Caixa Econômica Federal ";111020004;10/03/2025;"VR. DEB. C/C REF. WEVERTON COSME PINTURA PORTARIA 2/2";236;"";126;0,00;900,00;-15825,16;4185,03;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";348;"";126;1909,16;0,00;-15825,16;2275,87;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR. DEB. C/C REF. AXF CARRETO NF 1278";00048;"";126;0,00;35,00;-15825,16;2310,87;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR.DESC.IRRF S/SALARIOS N/MES.";00023;"";126;0,00;80,12;-15825,16;2390,99;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR. DEB. C/C REF.CLICK REPAROS ATACADISTA (MERCADO LIVRE) NF 185.518";00066;"";126;0,00;122,67;-15825,16;2513,66;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00018;"";126;0,00;167,31;-15825,16;2680,97;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR. DEB. C/C REF. ADEC ENTREGA LIVROS CONTABEIS 2019/2020/2021/2022/2023/2024";00196;"";126;0,00;273,60;-15825,16;2954,57;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR. DEB. C/C REF.AXF MATERIAS DE CONSTRUÇÃO LTDA NF 1278";00186;"";126;0,00;429,00;-15825,16;3383,57;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR.DEB.C/C FGTS MES";00114;"";126;0,00;1338,48;-15825,16;4722,05;
00113;"Caixa Econômica Federal ";111020004;11/03/2025;"VR.DEB.C/C REF.PAGATO.INSS";00112;"";126;0,00;5674,45;-15825,16;10396,50;
00113;"Caixa Econômica Federal ";111020004;12/03/2025;"VR. DEB. C/C REF. FABRITELHAS INDUSTRIA COMERCIO E SERVIÇOS LTDA NF 5.158";00186;"";126;0,00;2842,08;-15825,16;13238,58;
00113;"Caixa Econômica Federal ";111020004;13/03/2025;"VR. DEB. C/C REF.CARRETO FABRITELHAS";00048;"";126;0,00;180,00;-15825,16;13418,58;
00113;"Caixa Econômica Federal ";111020004;13/03/2025;"VR. DEB. C/C REF. DEIDNE BARBOSA NIVELAMENTO DO PISO 2/2";236;"";126;0,00;400,00;-15825,16;13818,58;
00113;"Caixa Econômica Federal ";111020004;14/03/2025;"VR. DEB. C/C REF. SAO JOSE PAPELARIA E UTILIDADES";00099;"";126;0,00;15,00;-15825,16;13833,58;
00113;"Caixa Econômica Federal ";111020004;17/03/2025;"VR. DEB. C/C REF. FRETE NEW POINT COMERCIO DE PRODUTOS (MERCADO LIVRE) NF 18.956";00048;"";126;0,00;11,00;-15825,16;13844,58;
00113;"Caixa Econômica Federal ";111020004;17/03/2025;"VR.DEB.C/C.REF. SISTEMA PONTO TANGERINO";439;"";126;0,00;71,92;-15825,16;13916,50;
00113;"Caixa Econômica Federal ";111020004;17/03/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";126;0,00;107,77;-15825,16;14024,27;
00113;"Caixa Econômica Federal ";111020004;17/03/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";126;0,00;331,42;-15825,16;14355,69;
00113;"Caixa Econômica Federal ";111020004;17/03/2025;"VR. DEB. C/C REF.NEW POINT COMERCIO DE PRODUTOS (MERCADO LIVRE) NF 18.956";00066;"";126;0,00;350,56;-15825,16;14706,25;
00113;"Caixa Econômica Federal ";111020004;17/03/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";126;0,00;1411,86;-15825,16;16118,11;
00113;"Caixa Econômica Federal ";111020004;18/03/2025;"REEMBOLSO COMPRAS MERCADO LIVRE";600;"";126;560,96;0,00;-15825,16;15557,15;
00113;"Caixa Econômica Federal ";111020004;18/03/2025;"VR. DEB. C/C REF.REEMBOLSO WESLLEY ABASTECIMENTO";00201;"";126;0,00;80,00;-15825,16;15637,15;
00113;"Caixa Econômica Federal ";111020004;21/03/2025;"VR. DEB. C/C REF.ABASTECIMENTO";00201;"";126;0,00;120,00;-15825,16;15757,15;
00113;"Caixa Econômica Federal ";111020004;21/03/2025;"VR. DEB. C/C REF. APLICAÇÃO";348;"";126;0,00;23000,00;-15825,16;38757,15;
00113;"Caixa Econômica Federal ";111020004;24/03/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 123";00099;"";126;0,00;20,00;-15825,16;38777,15;
00113;"Caixa Econômica Federal ";111020004;24/03/2025;"VR. DEB. C/C REF. EMPORIO TREVO";00193;"";126;0,00;21,00;-15825,16;38798,15;
00113;"Caixa Econômica Federal ";111020004;24/03/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 123";00189;"";126;0,00;31,00;-15825,16;38829,15;
00113;"Caixa Econômica Federal ";111020004;24/03/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00189;"";126;0,00;51,78;-15825,16;38880,93;
00113;"Caixa Econômica Federal ";111020004;24/03/2025;"VR. DEB. C/C REF. COMERCIAL SERRA DO CIPO";00193;"";126;0,00;59,67;-15825,16;38940,60;
00113;"Caixa Econômica Federal ";111020004;24/03/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 123";00014;"";126;0,00;75,00;-15825,16;39015,60;
00113;"Caixa Econômica Federal ";111020004;25/03/2025;"VR.DEB.C/C TELEFONE";00209;"";126;0,00;90,62;-15825,16;39106,22;
00113;"Caixa Econômica Federal ";111020004;25/03/2025;"VR.DEB.C/C MASTER CONSULTORIOS E CONSULTORIA MED";00122;"";126;0,00;120,00;-15825,16;39226,22;
00113;"Caixa Econômica Federal ";111020004;25/03/2025;"VR. DEB. C/C REF.DELL ART";00115;"";126;0,00;260,00;-15825,16;39486,22;
00113;"Caixa Econômica Federal ";111020004;25/03/2025;"VR. DEB. C/C REF. PAGTO COND21";00187;"";126;0,00;340,85;-15825,16;39827,07;
00113;"Caixa Econômica Federal ";111020004;27/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";348;"";126;1052,06;0,00;-15825,16;38775,01;
00113;"Caixa Econômica Federal ";111020004;27/03/2025;"VR.DEB.C/C.REF.PAGTO MEGGA MOTOS OS 11618";00205;"";126;0,00;200,00;-15825,16;38975,01;
00113;"Caixa Econômica Federal ";111020004;27/03/2025;"VR.DEB.C/C REF.FERIAS SANDRO ALVES";00033;"";126;0,00;2659,63;-15825,16;41634,64;
00113;"Caixa Econômica Federal ";111020004;28/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB";348;"";126;1055,05;0,00;-15825,16;40579,59;
00113;"Caixa Econômica Federal ";111020004;28/03/2025;"VR. DEB. C/C REF. IPVA 2021";00156;"";126;0,00;310,63;-15825,16;40890,22;
00113;"Caixa Econômica Federal ";111020004;28/03/2025;"VR.DEB.C/C.REF.PAGTO. CARTORIO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS DE JABOTICATUBAS-MG";376;"";126;0,00;471,96;-15825,16;41362,18;
00113;"Caixa Econômica Federal ";111020004;28/03/2025;"VR. DEB. C/C REF.IPVA 2022";00156;"";126;0,00;563,11;-15825,16;41925,29;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.CRED.C/C MOV.COBRANÇA CF. EXTRATO";00255;"";126;33660,00;0,00;-15825,16;8265,29;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.CRED.C/C RECEITA ACORDO CF.PLANILHA";00019;"";126;6628,05;0,00;-15825,16;1637,24;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.CRED.C/C.REF.RESTAGE CDB SEGURO MOTO";348;"";126;3684,47;0,00;-15825,16;-2047,23;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR. CRED. C/C REF. TAXA DE AGUA";00116;"";126;2516,02;0,00;-15825,16;-4563,25;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.CRED.C/C.REF.PAGTO. JUROS E MULTA";264;"";126;86,89;0,00;-15825,16;-4650,14;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR. DEB. C/C REF.DANIELA SILVA NOG";00065;"";126;0,00;100,00;-15825,16;-4550,14;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADO APOIO MINEIRO";00193;"";126;0,00;157,44;-15825,16;-4392,70;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.DEB.C/C RECEITA ACORDO CF.PLANILHA";00019;"";126;0,00;601,56;-15825,16;-3791,14;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR. DEB. C/C REF.SEGURO MOTO";00008;"";126;0,00;809,17;-15825,16;-2981,97;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00244;"";126;0,00;981,97;-15825,16;-2000,00;
00113;"Caixa Econômica Federal ";111020004;31/03/2025;"VR. DEB. C/C REF. PH SERRALHEIRO N. 6";00186;"";126;0,00;2000,00;-15825,16;0,00;
00113;"Caixa Econômica Federal ";111020004;01/04/2025;"VR.CRED.C/C.REF.RESTAGE CDB";348;"";127;15679,31;0,00;-15825,16;-15679,31;
00113;"Caixa Econômica Federal ";111020004;01/04/2025;"VR.DEB.C/C VT";00230;"";127;0,00;1169,60;-15825,16;-14509,71;
00113;"Caixa Econômica Federal ";111020004;01/04/2025;"VR.DEB.C/C PRO-LABORE";477;"";127;0,00;3000,00;-15825,16;-11509,71;
00113;"Caixa Econômica Federal ";111020004;01/04/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00107;"";127;0,00;11501,21;-15825,16;-8,50;
00113;"Caixa Econômica Federal ";111020004;04/04/2025;"VR. DEB. C/C REF. JMF COMERCIAL E SERVIÇOS LTDA NF 58.417 - FRETE";00048;"";127;0,00;18,57;-15825,16;10,07;
00113;"Caixa Econômica Federal ";111020004;04/04/2025;"VR. DEB. C/C REF. JMF COMERCIAL E SERVIÇOS LTDA NF 58.417";00099;"";127;0,00;42,84;-15825,16;52,91;
00113;"Caixa Econômica Federal ";111020004;04/04/2025;"VR. DEB. C/C REF.REEMBOLSO DESLOCAMENTO";376;"";127;0,00;273,60;-15825,16;326,51;
00113;"Caixa Econômica Federal ";111020004;04/04/2025;"VR. DEB. C/C REF.CONFECÇÃO ATA";376;"";127;0,00;300,00;-15825,16;626,51;
00113;"Caixa Econômica Federal ";111020004;04/04/2025;"VR.DEB.C/C HONORARIOS CONTABEIS N/MES";00188;"";127;0,00;2790,70;-15825,16;3417,21;
00113;"Caixa Econômica Federal ";111020004;07/04/2025;"VR.CRED.C/C.REF.RESTAGE CDB";348;"";127;904,60;0,00;-15825,16;2512,61;
00113;"Caixa Econômica Federal ";111020004;07/04/2025;"VR. DEB. C/C REF. REEMBOLSO UBER - CAIXA EC.";00208;"";127;0,00;36,07;-15825,16;2548,68;
00113;"Caixa Econômica Federal ";111020004;07/04/2025;"VR. DEB. C/C REF.IPVA 2025 3/3";00156;"";127;0,00;76,66;-15825,16;2625,34;
00113;"Caixa Econômica Federal ";111020004;07/04/2025;"VR. DEB. C/C REF. CASA VERMELHA TREM DE TUDO - COMPROVANTE DE VENDA 36671";00066;"";127;0,00;92,60;-15825,16;2717,94;
00113;"Caixa Econômica Federal ";111020004;07/04/2025;"VR. DEB. C/C REF. AQUATUDO COMERCIAL LTDA NF 1599";00144;"";127;0,00;1700,70;-15825,16;4418,64;
00113;"Caixa Econômica Federal ";111020004;07/04/2025;"VR.DEB.C/C CIA BRASILEIRA SOLUCOES E SERVICOS REF.CARTAO ALIMENTACAO";00021;"";127;0,00;1856,22;-15825,16;6274,86;
00113;"Caixa Econômica Federal ";111020004;08/04/2025;"VR. DEB. C/C REF.SERVIÇOS ADM AMBIENTAIS - NSF-E 77 - Luciana da Silva";00197;"";127;0,00;250,00;-15825,16;6524,86;
00113;"Caixa Econômica Federal ";111020004;09/04/2025;"VR. DEB. C/C REF. UBER- ENVIO DOCS";00208;"";127;0,00;14,23;-15825,16;6539,09;
00113;"Caixa Econômica Federal ";111020004;09/04/2025;"VR. DEB. C/C REF. 99POP";00208;"";127;0,00;35,90;-15825,16;6574,99;
00113;"Caixa Econômica Federal ";111020004;09/04/2025;"VR. DEB. C/C REF. Portão Eletronico Portaria - 1/4 - CASSIA MARIA NFS-E 69";691;"";127;0,00;3138,75;-15825,16;9713,74;
00113;"Caixa Econômica Federal ";111020004;10/04/2025;"VR.DEB.C/C.REF.PAGTO SINDEAC PQM PROFPS";115;"";127;0,00;84,00;-15825,16;9797,74;
00113;"Caixa Econômica Federal ";111020004;10/04/2025;"VR. DEB. C/C REF.REEMBOLSO WESLLEY";00201;"";127;0,00;100,00;-15825,16;9897,74;
00113;"Caixa Econômica Federal ";111020004;10/04/2025;"VR. DEB. C/C REF. FRETE - MATERIAL HIDRAULICO";00048;"";127;0,00;300,00;-15825,16;10197,74;
00113;"Caixa Econômica Federal ";111020004;10/04/2025;"VR.DEB.C/C.REF.PAGTO. SINDEAC PAF";00035;"";127;0,00;690,20;-15825,16;10887,94;
00113;"Caixa Econômica Federal ";111020004;14/04/2025;"VR.DEB.C/C VT";00230;"";127;0,00;217,60;-15825,16;11105,54;
00113;"Caixa Econômica Federal ";111020004;14/04/2025;"VR.DEB.C/C FGTS MES";00114;"";127;0,00;1370,49;-15825,16;12476,03;
00113;"Caixa Econômica Federal ";111020004;15/04/2025;"VR.DEB.C/C.REF. SISTEMA PONTO TANGERINO";439;"";127;0,00;71,92;-15825,16;12547,95;
00113;"Caixa Econômica Federal ";111020004;15/04/2025;"VR. DEB. C/C REF.ABASTECIMENTO CARREFOUR";00201;"";127;0,00;90,00;-15825,16;12637,95;
00113;"Caixa Econômica Federal ";111020004;16/04/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00018;"";127;0,00;171,31;-15825,16;12809,26;
00113;"Caixa Econômica Federal ";111020004;16/04/2025;"VR.DEB.C/C REF.PAGATO.INSS";00112;"";127;0,00;5816,74;-15825,16;18626,00;
00113;"Caixa Econômica Federal ";111020004;17/04/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";127;0,00;200,81;-15825,16;18826,81;
00113;"Caixa Econômica Federal ";111020004;17/04/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";127;0,00;421,16;-15825,16;19247,97;
00113;"Caixa Econômica Federal ";111020004;17/04/2025;"VR. DEB. C/C REF.REPARO ESTRUTURAL PORTARIA - DAIDNE BARBOSA";236;"";127;0,00;900,00;-15825,16;20147,97;
00113;"Caixa Econômica Federal ";111020004;22/04/2025;"VR. DEB. C/C REF. IVAL COMERCIO S J ALMEIDA";306;"";127;0,00;39,80;-15825,16;20187,77;
00113;"Caixa Econômica Federal ";111020004;22/04/2025;"VR. DEB. C/C REF. AXF MATERIAIS DE CONSTRUÇÃO LTDA NF 1.320";00144;"";127;0,00;118,95;-15825,16;20306,72;
00113;"Caixa Econômica Federal ";111020004;22/04/2025;"VR. DEB. C/C REF. REAL COMERCIO LTDA / LAGOA SANTA - NF 31517";236;"";127;0,00;203,31;-15825,16;20510,03;
00113;"Caixa Econômica Federal ";111020004;22/04/2025;"VR. DEB. C/C REF. JASON DIAS - VIDROS PORTARIA";236;"";127;0,00;1095,00;-15825,16;21605,03;
00113;"Caixa Econômica Federal ";111020004;25/04/2025;"VR.DEB.C/C TELEFONE VIVO";00209;"";127;0,00;90,62;-15825,16;21695,65;
00113;"Caixa Econômica Federal ";111020004;25/04/2025;"VR. DEB. C/C REF. PAGTO COND21 GROUP SOFTWARE";00187;"";127;0,00;340,85;-15825,16;22036,50;
00113;"Caixa Econômica Federal ";111020004;25/04/2025;"VR. DEB. C/C REF. SUPRY PONT INFORMATICA LTDA NF 944.485";00099;"";127;0,00;382,61;-15825,16;22419,11;
00113;"Caixa Econômica Federal ";111020004;28/04/2025;"VR. DEB. C/C REF. SAO JOSE PAPELARIA E UTILIDADES";00099;"";127;0,00;17,00;-15825,16;22436,11;
00113;"Caixa Econômica Federal ";111020004;28/04/2025;"VR.DEB.C/C MASTER CONSULTORIOS E CONSULTORIA MED";00122;"";127;0,00;120,00;-15825,16;22556,11;
00113;"Caixa Econômica Federal ";111020004;28/04/2025;"VR. DEB. C/C REF. MARIANA GABRIELA RODRIGUES NF 4.801";00014;"";127;0,00;435,00;-15825,16;22991,11;
00113;"Caixa Econômica Federal ";111020004;28/04/2025;"VR.PAGTO. N/CH  REF. HUGO VERNEK XAVIER NF 20250000000000018 - CAÇAMBA";00194;"";127;0,00;500,00;-15825,16;23491,11;
00113;"Caixa Econômica Federal ";111020004;29/04/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00099;"";127;0,00;23,90;-15825,16;23515,01;
00113;"Caixa Econômica Federal ";111020004;29/04/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00189;"";127;0,00;41,90;-15825,16;23556,91;
00113;"Caixa Econômica Federal ";111020004;29/04/2025;"VR. DEB. C/C REF.REEMBOLSO UBER NSF";00208;"";127;0,00;54,99;-15825,16;23611,90;
00113;"Caixa Econômica Federal ";111020004;29/04/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00193;"";127;0,00;166,36;-15825,16;23778,26;
00113;"Caixa Econômica Federal ";111020004;29/04/2025;"VR.DEB.C/C REF.FERIAS ADILSON";00033;"";127;0,00;2708,05;-15825,16;26486,31;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR.CRED.C/C TAXA CONDOMINIAL CF. EXTRATO";00255;"";127;37935,00;0,00;-15825,16;-11448,69;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR.CRED.C/C RECEITA ACORDO CF.PLANILHA";00019;"";127;4741,82;0,00;-15825,16;-16190,51;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR. CRED. C/C REF. TAXA DE AGUA";00116;"";127;2181,33;0,00;-15825,16;-18371,84;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR. CRED. C/C REF. TAXA DE HIDROMETRO";00042;"";127;1715,00;0,00;-15825,16;-20086,84;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR.CRED.C/C.REF.PAGTO. JUROS E MULTA";264;"";127;158,32;0,00;-15825,16;-20245,16;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR.CRED.C/C RECEITA CONTROLE DE ACESSO";00124;"";127;40,00;0,00;-15825,16;-20285,16;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR.DEB.C/C RECEITA ACORDO - HONORARIO";00019;"";127;0,00;581,56;-15825,16;-19703,60;
00113;"Caixa Econômica Federal ";111020004;30/04/2025;"VR.DEB.C/C TARIFAS BANCARIAS CF EXTRATO";00244;"";127;0,00;1024,85;-15825,16;-18678,75;
00113;"Caixa Econômica Federal ";111020004;02/05/2025;"VR. DEB. C/C REF. REEMBOLSO WESLLEY COMBUSTIVEL - MOTO COND.";00201;"";128;0,00;111,37;-15825,16;-18567,38;
00113;"Caixa Econômica Federal ";111020004;02/05/2025;"VR. DEB. C/C REF.SUBSTITUTO ADILSON";00190;"";128;0,00;449,99;-15825,16;-18117,39;
00113;"Caixa Econômica Federal ";111020004;02/05/2025;"VR.DEB.C/C VT";00230;"";128;0,00;1251,20;-15825,16;-16866,19;
00113;"Caixa Econômica Federal ";111020004;02/05/2025;"VR. DEB. C/C REF.CASSIA MARIA NFS-E 70";236;"";128;0,00;1980,00;-15825,16;-14886,19;
00113;"Caixa Econômica Federal ";111020004;02/05/2025;"VR.DEB.C/C PRO-LABORE SINDICO";477;"";128;0,00;3000,00;-15825,16;-11886,19;
00113;"Caixa Econômica Federal ";111020004;02/05/2025;"VR.DEB.C/C REF.PAGTO.SALARIOS N/MES";00107;"";128;0,00;11737,75;-15825,16;-148,44;
00113;"Caixa Econômica Federal ";111020004;05/05/2025;"VR.CRED.C/C.REF.RESTAGE CDB";348;"";128;4500,25;0,00;-15825,16;-4648,69;
00113;"Caixa Econômica Federal ";111020004;05/05/2025;"VR.DEB.C/C HONORARIOS CONTABEIS N/MES";00188;"";128;0,00;2790,70;-15825,16;-1857,99;
00113;"Caixa Econômica Federal ";111020004;05/05/2025;"VR. DEB. C/C REF.Portão Eletronico Portaria - 2/4 - CASSIA MARIA";691;"";128;0,00;3138,75;-15825,16;1280,76;
00113;"Caixa Econômica Federal ";111020004;06/05/2025;"VR. DEB. C/C REF.REEMBOLSO COMBUSTIVEL";00201;"";128;0,00;50,00;-15825,16;1330,76;
00113;"Caixa Econômica Federal ";111020004;07/05/2025;"VR.DEB.C/C CIA BRASILEIRA SOLUCOES E SERVICOS REF.CARTAO ALIMENTACAO";00021;"";128;0,00;1856,22;-15825,16;3186,98;
00113;"Caixa Econômica Federal ";111020004;08/05/2025;"VR. DEB. C/C REF. GARRA COMERCIO LTDA NF 5606";00189;"";128;0,00;48,80;-15825,16;3235,78;
00113;"Caixa Econômica Federal ";111020004;08/05/2025;"VR. DEB. C/C REF.ADIANTAMENTO SALARIO WESLLEY";00074;"";128;0,00;400,00;-15825,16;3635,78;
00113;"Caixa Econômica Federal ";111020004;08/05/2025;"VR. DEB. C/C REF. ADIANTAMENTO SALARIO WESLLEY";00074;"";128;0,00;600,00;-15825,16;4235,78;
00113;"Caixa Econômica Federal ";111020004;09/05/2025;"VR.DEB.C/C.REF.PAGTO SINDEAC PQM";115;"";128;0,00;84,00;-15825,16;4319,78;
00113;"Caixa Econômica Federal ";111020004;09/05/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADO APOIO MINEIRO";00189;"";128;0,00;259,21;-15825,16;4578,99;
00113;"Caixa Econômica Federal ";111020004;09/05/2025;"VR.DEB.C/C.REF.PAGTO. SINDEAC PAF";00035;"";128;0,00;690,20;-15825,16;5269,19;
00113;"Caixa Econômica Federal ";111020004;12/05/2025;"VR. DEB. C/C REF. WEVERTON COSME - PINTURA MEIO FIO";236;"";128;0,00;350,00;-15825,16;5619,19;
00113;"Caixa Econômica Federal ";111020004;12/05/2025;"VR. DEB. C/C REF. MANUTENÇÃO PORTA DE VIDRO";236;"";128;0,00;450,00;-15825,16;6069,19;
00113;"Caixa Econômica Federal ";111020004;13/05/2025;"VR.DEB.C/C REEMBOLSO VT - EXAME PERIODICO - SANDRO";00230;"";128;0,00;30,00;-15825,16;6099,19;
00113;"Caixa Econômica Federal ";111020004;13/05/2025;"VR.DEB.C/C CONSORCIO OTIMO DOC. E PERIODICO - LUIS F.";00230;"";128;0,00;50,00;-15825,16;6149,19;
00113;"Caixa Econômica Federal ";111020004;15/05/2025;"VR. DEB. C/C REF.ALMEIDA ACABAMENTOS";00181;"";128;0,00;66,54;-15825,16;6215,73;
00113;"Caixa Econômica Federal ";111020004;15/05/2025;"VR.DEB.C/C.REF. SISTEMA PONTO TANGERINO";439;"";128;0,00;71,92;-15825,16;6287,65;
00113;"Caixa Econômica Federal ";111020004;19/05/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";128;0,00;338,23;-15825,16;6625,88;
00113;"Caixa Econômica Federal ";111020004;19/05/2025;"VR.DEB.C/C CTA CEMIG N/MES";00206;"";128;0,00;1674,37;-15825,16;8300,25;
00113;"Caixa Econômica Federal ";111020004;20/05/2025;"VR.DEB.C/C PIS S/FOLHA PAGATO.";00018;"";128;0,00;165,20;-15825,16;8465,45;
00113;"Caixa Econômica Federal ";111020004;20/05/2025;"VR.DEB.C/C FGTS MES";00114;"";128;0,00;1321,59;-15825,16;9787,04;
00113;"Caixa Econômica Federal ";111020004;20/05/2025;"VR.DEB.C/C REF.PAGATO.INSS";00112;"";128;0,00;5589,38;-15825,16;15376,42;
00113;"Caixa Econômica Federal ";111020004;23/05/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ NF 25";00181;"";128;0,00;11,00;-15825,16;15387,42;
00113;"Caixa Econômica Federal ";111020004;23/05/2025;"VR.DEB.C/C TELEFONE";00209;"";128;0,00;90,62;-15825,16;15478,04;
00113;"Caixa Econômica Federal ";111020004;23/05/2025;"VR.DEB.C/C.REF.PAGTO VEREJO BLASKVICZ 125";516;"";128;0,00;157,00;-15825,16;15635,04;
00113;"Caixa Econômica Federal ";111020004;23/05/2025;"VR. DEB. C/C REF.VAGALUME ILUMINACAO PUBLICA LTDA NF 2025000000000231";533;"";128;0,00;4500,00;-15825,16;20135,04;
00113;"Caixa Econômica Federal ";111020004;26/05/2025;"VR. DEB. C/C REF. REEMBOLSO ABASTECIMENTO";00201;"";128;0,00;50,00;-15825,16;20185,04;
00113;"Caixa Econômica Federal ";111020004;26/05/2025;"VR.DEB.C/C.REF.PAGTO SUPERMERCADOS BH";00193;"";128;0,00;172,38;-15825,16;20357,42;
00113;"Caixa Econômica Federal ";111020004;26/05/2025;"VR. DEB. C/C REF. PAGTO COND21 GROUP SOFTWARE";00187;"";128;0,00;391,02;-15825,16;20748,44;
00113;"Caixa Econômica Federal ";111020004;27/05/2025;"VR.DEB.C/C MASTER CONSULTORIOS E CONSULTORIA MED";00122;"";128;0,00;120,00;-15825,16;20868,44;
00113;"Caixa Econômica Federal ";111020004;28/05/2025;"VR. DEB. C/C REF. MEGGA MOTOS OS. 11849";00205;"";128;0,00;50,00;-15825,16;20918,44;
00113;"Caixa Econômica Federal ";111020004;28/05/2025;"VR. DEB. C/C REF.COMERCIAL PENA E LOPES LTDA NF 497.733";00121;"";128;0,00;319,00;-15825,16;21237,44;
00113;"Caixa Econômica Federal ";111020004;29/05/2025;"VR. DEB. C/C REF. REEMBOLSO ABASTECIMENTO MOTO COND.";00201;"";128;0,00;80,00;-15825,16;21317,44;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR.CRED.C/C MOV.COBRANÇA CF. EXTRATO";00255;"";128;36190,00;0,00;-15825,16;-14872,56;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR.CRED.C/C RECEITA ACORDO CF.PLANILHA";00019;"";128;6717,05;0,00;-15825,16;-21589,61;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR. CRED. C/C REF. TAXA DE AGUA";00116;"";128;1932,69;0,00;-15825,16;-23522,30;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR.CRED.C/C RECEITA LOCAÇÃO CF.PLANILHA";397;"";128;300,00;0,00;-15825,16;-23822,30;
00113;"Caixa Econômica Federal ";111020004;30/05/2025;"VR.CRED.C/C.REF.PAGTO. JUROS E MULTA";264;"";128;103,80;0,00;-15825,16;-23926,10;
